College Name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Total_Cost,Acceptance_Rate,Faculty_Quality_Index,Student_Success_Index,Region,College_Size,Funding_Type,Academic_Standing
University of the Arts,Yes,1549.0,704,290,5.0,22,1145,39,12520.0,3860.0,1300,700,16.0,59.0,7.5,9,11641.0,57,18380,0.779156328,31.0,34.88812127,West,Small,Private,Low
University of the Pacific,Yes,2459.0,1997,582,36.0,66,2664,299,16320.0,5326.0,646,1171,87.0,94.0,11.2,14,13706.0,65,23463,0.812118747,79.6,36.79748505,South,Medium,Public,Medium
University of the South,Yes,1445.0,966,326,46.0,83,1129,24,15350.0,4080.0,450,810,89.0,93.0,10.3,52,18784.0,82,20690,0.668512111,82.0,57.48667315,Northeast,Small,Private,High
University of Tulsa,Yes,1712.0,1557,696,41.0,68,2936,433,11750.0,4160.0,1200,2350,94.0,96.0,11.5,10,11743.0,47,19460,0.909462617,84.2,32.29097388,South,Medium,Private,Low
University of Utah,No,5095.0,4491,2400,27.0,53,13894,8374,6857.0,3975.0,858,3093,89.0,93.0,12.8,9,9275.0,37,14783,0.881452404,78.2,23.55787151,South,Large,Religious,Low
University of Vermont,No,7663.0,6008,1735,18.0,51,7353,1674,15516.0,4928.0,500,990,87.0,90.0,9.9,10,12646.0,79,21934,0.784027143,74.4,65.35463056,Midwest,Medium,Religious,High
University of Virginia,No,15849.0,5384,2678,74.0,95,11278,114,12212.0,3792.0,500,1000,75.0,92.0,13.6,22,13597.0,95,17504,0.339705975,81.6,69.24491437,Midwest,Large,Private,Elite
University of Washington,No,12749.0,7025,3343,40.0,81,20356,4582,8199.0,4218.0,708,2172,96.0,94.0,9.0,10,16527.0,65,15297,0.55102361,84.0,49.13049181,Midwest,Large,Private,Medium
University of West Florida,No,1558.0,1254,472,20.0,57,3754,2477,6172.0,4200.0,541,1387,83.0,87.0,23.4,12,8488.0,53,8100,0.804878049,72.0,32.44463256,South,Medium,Public,Low
University of Wisconsin-Stout,No,2593.0,1966,1030,9.0,32,6038,579,6704.0,2592.0,376,1750,78.0,78.0,21.0,17,6254.0,65,11422,0.758195141,64.2,40.50427554,South,Medium,Private,Medium
University of Wisconsin-Superior,No,910.0,910,342,14.0,53,1434,417,9998.0,2780.0,550,1960,75.0,81.0,15.2,15,6490.0,36,5290,1.0,65.2,25.3840275,Midwest,Small,Public,Low
University of Wisconsin-Whitewater,No,4400.0,3719,1472,12.0,38,7804,1552,6950.0,2500.0,300,1200,90.0,95.0,23.1,16,5559.0,67,10950,0.845227273,76.4,47.7650357,Midwest,Medium,Private,Medium
University of Wisconsin at Green Bay,No,2409.0,1939,759,17.0,50,3819,1347,6900.0,2800.0,475,1200,81.0,89.0,22.2,1,5968.0,46,11375,0.804898298,71.4,22.91844216,Midwest,Medium,Public,Low
University of Wisconsin at Madison,No,14901.0,10932,4631,36.0,80,23945,2200,9096.0,4200.0,535,1545,93.0,96.0,11.5,20,11006.0,72,11176,0.733642037,82.8,49.49846489,Midwest,Large,Private,Medium
University of Wisconsin at Milwaukee,No,5244.0,3782,1930,12.0,37,11561,7443,8786.0,2964.0,570,1980,79.0,87.0,15.9,8,8094.0,38,14300,0.721205187,68.8,26.67036041,Midwest,Large,Public,Low
University of Wyoming,No,2029.0,1516,1073,23.0,46,7535,1488,5988.0,4200.0,600,1500,91.0,94.0,15.1,13,8745.0,45,8088,0.747166092,78.6,30.42425417,Midwest,Medium,Public,Low
Upper Iowa University,Yes,663.0,452,192,10.0,35,1481,1160,8840.0,3060.0,500,1000,69.0,75.0,17.4,19,3733.0,78,13400,0.681749623,59.6,50.53304794,South,Small,Public,High
Ursinus College,Yes,1399.0,1026,308,44.0,77,1131,17,9998.0,4200.0,500,800,75.0,82.0,11.6,40,8415.0,79,21360,0.733380986,75.6,52.60232409,Northeast,Small,Private,High
Ursuline College,Yes,325.0,260,86,21.0,47,699,717,9600.0,4200.0,450,750,39.0,69.0,10.5,15,7164.0,68,10800,0.8,47.4,46.71570403,South,Small,Private,Medium
Valley City State University,No,368.0,344,212,5.0,27,863,189,4286.0,2570.0,600,2000,39.0,41.0,14.9,25,4958.0,40,9456,0.934782609,33.0,28.45400012,Northeast,Small,Public,Low
Valparaiso University,Yes,1549.0,1727,520,49.0,81,2501,198,11800.0,3260.0,500,800,87.0,89.0,14.2,23,9681.0,95,16360,0.779156328,80.2,69.52395791,Midwest,Medium,Religious,Elite
Vanderbilt University,Yes,7791.0,4690,1499,71.0,92,5500,90,17865.0,6525.0,630,952,180.0,98.0,5.8,26,23850.0,83,25972,0.60197664,125.4,63.50428102,West,Medium,Religious,High
Vassar College,Yes,3550.0,1877,653,53.0,87,2164,77,18920.0,5950.0,600,800,90.0,98.0,9.7,39,17089.0,90,26270,0.528732394,85.8,61.52826138,West,Medium,Public,High
Villanova University,Yes,7759.0,5588,1477,30.0,68,6362,1292,9998.0,6507.0,400,300,89.0,90.0,13.4,24,10458.0,96,7207,0.720195902,77.6,64.91921902,South,Medium,Private,Elite
Virginia Commonwealth University,No,4963.0,3497,1567,18.0,45,10262,5065,9998.0,4200.0,500,3630,75.0,82.0,8.7,11,8415.0,45,18529,0.704614145,70.8,33.68827837,South,Large,Public,Low
Virginia State University,No,2996.0,2440,704,2.0,30,3006,338,5587.0,4845.0,500,600,75.0,63.0,16.0,11,5733.0,31,11532,0.814419226,55.6,24.75422458,Northeast,Medium,Public,Low
Virginia Tech,No,15712.0,11719,4277,29.0,53,18511,604,10260.0,3176.0,740,2200,85.0,89.0,13.8,20,8944.0,73,16376,0.745863035,75.4,48.92899783,Midwest,Large,Private,Medium
Virginia Union University,Yes,1847.0,1610,453,19.0,59,1298,67,7384.0,3494.0,500,1763,75.0,67.0,13.7,8,6757.0,30,13141,0.871683812,60.6,24.95196738,South,Small,Public,Low
Virginia Wesleyan College,Yes,1470.0,900,287,20.0,49,1130,417,10900.0,5100.0,500,550,75.0,81.0,15.7,14,7804.0,68,17050,0.612244898,66.4,52.49792671,West,Small,Religious,Medium
Viterbo College,Yes,647.0,518,271,17.0,43,1014,387,9140.0,3365.0,500,2245,51.0,65.0,13.6,31,8050.0,73,15250,0.800618238,49.8,57.55843233,South,Small,Religious,Medium
Voorhees College,Yes,1465.0,1006,188,10.0,30,703,20,4450.0,2522.0,500,1200,43.0,43.0,22.9,3,5861.0,58,8672,0.68668942,36.4,49.49160453,West,Small,Private,Low
Wabash College,Yes,800.0,623,256,41.0,76,801,5,12925.0,4195.0,500,635,78.0,85.0,9.9,55,14904.0,72,18255,0.77875,73.4,46.06791931,Midwest,Small,Private,Medium
Wagner College,Yes,1416.0,1015,417,10.0,44,1324,117,13500.0,5800.0,585,20000,67.0,78.0,13.2,23,9006.0,75,39885,0.71680791,60.0,52.56949105,Northeast,Small,Private,Medium
Wake Forest University,Yes,5661.0,2392,903,75.0,88,3499,172,13850.0,4360.0,500,1250,95.0,97.0,4.3,37,41766.0,89,19960,0.422540187,91.8,62.35638848,Northeast,Medium,Religious,High
Walsh University,Yes,1092.0,890,477,27.0,92,847,497,8670.0,4180.0,500,1450,42.0,58.0,11.3,33,5738.0,68,14800,0.815018315,45.4,47.10963216,South,Small,Public,Medium
Warren Wilson College,Yes,440.0,311,112,25.0,49,466,7,10000.0,3052.0,400,1100,65.0,75.0,11.4,20,9430.0,63,14552,0.706818182,61.0,40.8536854,South,Small,Public,Medium
Wartburg College,Yes,1231.0,1074,345,34.0,66,1295,105,11600.0,3610.0,400,850,66.0,91.0,12.4,37,7735.0,67,16460,0.872461413,69.6,39.47218998,Midwest,Small,Private,Medium
Washington and Jefferson College,Yes,1305.0,1100,334,42.0,64,1098,151,16260.0,4005.0,300,500,91.0,91.0,12.1,40,10162.0,86,21065,0.842911877,81.2,60.66339723,West,Small,Public,High
Washington and Lee University,Yes,3315.0,1096,425,68.0,93,1584,3,13750.0,4619.0,680,1115,81.0,96.0,9.6,45,15736.0,90,20164,0.330618401,84.4,59.1582217,South,Small,Public,High
Washington College,Yes,1209.0,942,214,31.0,60,822,46,15276.0,5318.0,500,300,79.0,86.0,11.2,37,10830.0,65,21394,0.779156328,72.2,45.9299674,Midwest,Small,Public,Medium
Washington State University,No,6540.0,5839,2440,31.0,70,14445,1344,8200.0,4200.0,800,2719,84.0,87.0,16.9,30,200000.0,56,11719,0.892813456,74.6,35.22978229,Northeast,Large,Private,Low
Washington University,Yes,7654.0,5259,1254,62.0,93,4879,1274,18350.0,5775.0,768,1512,91.0,98.0,13.6,31,45702.0,90,26405,0.687091717,88.0,57.50170827,South,Medium,Public,High
Wayne State College,No,1373.0,1373,724,6.0,21,2754,474,2700.0,2660.0,540,1660,60.0,68.0,20.3,29,4550.0,52,7560,1.0,52.4,37.5714918,South,Medium,Public,Low
Waynesburg College,Yes,1190.0,978,324,12.0,30,1280,61,8840.0,3620.0,500,1200,57.0,58.0,16.2,26,6563.0,63,14160,0.821848739,48.4,44.85460763,Northeast,Small,Public,Medium
Webber College,Yes,280.0,143,79,5.0,27,327,110,5590.0,2900.0,650,1952,53.0,63.0,15.1,4,4839.0,90,11092,0.510714286,47.4,65.89640986,Midwest,Small,Public,High
Webster University,Yes,1549.0,462,226,17.0,44,1739,1550,9160.0,4340.0,500,500,68.0,68.0,20.6,14,6951.0,48,14500,0.779156328,57.8,44.52931883,Midwest,Small,Religious,Low
Wellesley College,Yes,2895.0,1249,579,80.0,96,2195,156,18345.0,5995.0,500,700,94.0,98.0,10.6,51,21409.0,91,25540,0.431433506,92.8,65.08644766,South,Medium,Public,Elite
Wells College,Yes,318.0,240,130,40.0,85,416,19,14900.0,5550.0,600,500,93.0,98.0,8.3,42,13935.0,69,21550,0.754716981,84.4,50.72540884,Northeast,Small,Private,Medium
Wentworth Institute of Technology,Yes,1480.0,1257,452,6.0,25,2961,572,9850.0,4200.0,850,920,10.0,68.0,15.4,8,17858.0,64,11620,0.849324324,32.4,39.41219336,West,Medium,Private,Medium
Wesley College,Yes,980.0,807,350,10.0,25,872,448,9890.0,4674.0,500,1350,52.0,57.0,14.4,15,6243.0,84,16414,0.823469388,45.6,52.3654628,Midwest,Small,Public,High
Wesleyan University,Yes,4772.0,1973,712,60.0,86,2714,27,19130.0,5600.0,1400,1400,90.0,94.0,12.1,39,16262.0,92,27530,0.413453479,85.6,72.31414723,Midwest,Medium,Private,Elite
West Chester University of Penn.,No,6502.0,3539,1372,11.0,51,7484,1904,9998.0,4200.0,400,2000,75.0,82.0,15.3,16,8415.0,52,14352,0.544294063,64.2,31.7826011,Northeast,Medium,Private,Low
West Liberty State College,No,1164.0,1062,478,12.0,25,2138,227,4470.0,4200.0,600,1210,33.0,33.0,16.3,10,4249.0,60,6280,0.912371134,28.8,36.78027964,West,Medium,Private,Low
West Virginia Wesleyan College,Yes,1566.0,1400,483,28.0,55,1509,170,14200.0,3775.0,450,1100,58.0,81.0,13.6,42,8080.0,67,19525,0.893997446,61.2,46.70450539,Northeast,Small,Public,Medium
Western Carolina University,No,3224.0,2519,1057,11.0,31,5000,706,6390.0,2380.0,110,1622,67.0,78.0,14.6,9,6554.0,55,10502,0.781327543,60.2,38.04903793,West,Medium,Public,Low
Western Maryland College,Yes,1205.0,984,278,31.0,50,1071,98,14510.0,5340.0,500,1400,84.0,91.0,12.5,39,10026.0,60,21750,0.81659751,76.2,37.48746747,Midwest,Small,Religious,Low
Western Michigan University,No,9167.0,7191,2738,24.0,53,15739,4278,9998.0,4100.0,500,1700,80.0,84.0,24.7,11,5983.0,55,6300,0.784444202,70.4,36.97513391,West,Large,Private,Low
Western New England College,Yes,1650.0,1471,409,7.0,21,1803,1116,8994.0,5500.0,498,2065,74.0,97.0,15.4,15,8409.0,59,17057,0.891515152,69.8,47.44687859,Northeast,Small,Religious,Low
Western State College of Colorado,No,2702.0,1623,604,7.0,24,2315,146,5918.0,4200.0,500,2050,76.0,79.0,19.4,4,4599.0,52,8468,0.600666173,63.4,32.37003196,Northeast,Medium,Religious,Low
Western Washington University,No,5548.0,3563,1549,30.0,71,8909,506,8124.0,4144.0,639,2385,75.0,89.0,22.7,10,7203.0,61,15292,0.64221341,71.6,35.73163758,West,Large,Public,Medium
Westfield State College,No,3100.0,2150,825,3.0,20,3234,941,5542.0,3788.0,500,1300,75.0,79.0,15.7,20,4222.0,65,11130,0.693548387,62.2,50.2129681,West,Medium,Private,Medium
Westminster College MO,Yes,662.0,553,184,20.0,43,665,37,10720.0,4050.0,600,1650,66.0,70.0,12.5,20,7925.0,62,17020,0.835347432,58.4,45.86148456,South,Small,Private,Medium
Westminster College,Yes,996.0,866,377,29.0,58,1411,72,12065.0,3615.0,430,685,62.0,78.0,12.5,41,8596.0,80,16795,0.869477912,61.8,52.8974069,Northeast,Small,Private,High
Westminster College of Salt Lake City,Yes,917.0,720,213,21.0,60,979,743,8820.0,4050.0,600,2025,68.0,83.0,10.5,34,7170.0,50,15495,0.785169029,64.6,27.08916492,West,Small,Public,Low
Westmont College,No,950.0,713,351,23.0,72,1276,9,14320.0,5304.0,490,1410,77.0,77.0,14.9,17,8837.0,87,21524,0.750526316,66.2,57.17688322,Midwest,Small,Public,High
Wheaton College IL,Yes,1549.0,920,548,56.0,84,2200,56,11480.0,4200.0,530,1400,81.0,83.0,12.7,40,11916.0,85,17610,0.779156328,76.8,59.22647782,West,Medium,Private,High
Westminster College PA,Yes,1738.0,1373,417,21.0,55,1335,30,18460.0,5970.0,700,850,92.0,96.0,13.2,41,22704.0,71,25980,0.789988493,79.4,55.52836045,West,Small,Private,Medium
Wheeling Jesuit College,Yes,903.0,755,213,15.0,49,971,305,10500.0,4545.0,600,600,66.0,71.0,14.1,27,7494.0,72,16245,0.836101883,57.8,45.21709013,West,Small,Private,Medium
Whitman College,Yes,1861.0,998,359,45.0,77,1220,46,16670.0,4900.0,750,800,80.0,83.0,10.5,51,13198.0,72,23120,0.536270822,74.2,49.97740059,South,Small,Public,Medium
Whittier College,Yes,1681.0,1069,344,35.0,63,1235,30,16249.0,5699.0,500,1998,84.0,92.0,13.6,29,11778.0,52,24446,0.635930993,77.4,39.7757233,South,Small,Public,Low
Whitworth College,Yes,1121.0,926,372,43.0,70,1270,160,12660.0,4500.0,678,2424,80.0,80.0,16.9,20,8328.0,80,20262,0.826048171,72.6,44.0936633,South,Small,Religious,High
Widener University,Yes,2139.0,1492,502,24.0,64,2186,2171,12350.0,5370.0,500,1350,88.0,86.0,12.6,19,9603.0,63,19570,0.697522207,74.4,49.26893084,Northeast,Medium,Public,Medium
Wilkes University,Yes,1631.0,1431,434,15.0,36,1803,603,11150.0,5130.0,550,1260,78.0,92.0,13.3,24,8543.0,67,18090,0.877375843,71.0,40.98774714,Midwest,Small,Public,Medium
Willamette University,Yes,1658.0,1327,395,49.0,80,1595,159,14800.0,4620.0,400,790,91.0,94.0,13.3,37,10779.0,68,20610,0.800361882,83.8,49.25997747,South,Small,Private,Medium
William Jewell College,Yes,663.0,547,315,32.0,67,1279,75,10060.0,2970.0,500,2600,74.0,80.0,11.2,19,7885.0,59,16130,0.825037707,68.0,42.53341575,West,Small,Public,Low
William Woods University,Yes,469.0,435,227,17.0,39,851,120,10535.0,4365.0,550,3700,39.0,66.0,12.9,16,7438.0,52,19150,0.92750533,45.4,41.82293196,South,Small,Private,Low
Williams College,Yes,4186.0,1245,526,81.0,96,1988,29,19629.0,5790.0,500,1200,94.0,99.0,9.0,64,22014.0,99,27119,0.297419971,93.4,72.0546219,South,Small,Public,Elite
Wilson College,Yes,167.0,130,46,16.0,50,199,676,11428.0,4200.0,450,475,67.0,76.0,8.3,43,10291.0,67,12353,0.778443114,60.4,35.01354754,Northeast,Small,Private,Medium
Wingate College,Yes,1239.0,1017,383,10.0,34,1207,157,7820.0,3400.0,550,1550,69.0,81.0,13.9,8,7264.0,91,13320,0.820823245,62.0,59.77610376,Midwest,Small,Religious,Elite
Winona State University,No,3325.0,2047,1301,20.0,45,5800,872,4200.0,2700.0,300,1200,75.0,60.0,20.2,18,5318.0,58,8400,0.615639098,58.0,41.29102565,South,Medium,Religious,Low
Winthrop University,No,2320.0,1805,769,23.0,61,3395,670,6400.0,3392.0,580,2150,71.0,80.0,12.8,26,6729.0,59,12522,0.778017241,65.0,40.32510057,West,Medium,Private,Low
Wisconsin Lutheran College,Yes,152.0,128,75,17.0,41,282,22,9998.0,4200.0,500,1400,75.0,82.0,8.5,26,8415.0,50,14700,0.842105263,41.8,37.38805365,Midwest,Small,Public,Low
Wittenberg University,Yes,1979.0,1739,575,42.0,68,1980,144,15948.0,4404.0,400,800,82.0,95.0,12.8,29,10414.0,78,21552,0.87872663,79.2,58.54683278,Northeast,Small,Private,High
Wofford College,Yes,1501.0,935,273,51.0,83,1059,34,12680.0,4150.0,605,1440,91.0,92.0,15.3,42,7875.0,75,18875,0.622918055,83.4,55.54225868,Midwest,Small,Private,Medium
Worcester Polytechnic Institute,Yes,2768.0,2314,682,49.0,86,2802,86,15884.0,5370.0,530,730,92.0,94.0,15.2,34,10774.0,82,22514,0.835982659,84.2,56.32862529,Northeast,Medium,Private,High
Worcester State College,No,2197.0,1515,543,23.0,26,3089,2029,6797.0,3900.0,500,1200,60.0,60.0,21.0,14,4469.0,40,12397,0.689576695,52.6,18.76831494,South,Medium,Private,Low
Xavier University,Yes,1959.0,1805,695,23.0,47,2849,1107,11520.0,4960.0,600,1250,73.0,75.0,13.3,31,9189.0,83,18330,0.921388464,63.8,55.82259376,South,Medium,Private,High
Xavier University of Louisiana,Yes,2097.0,1915,695,23.0,61,2793,166,6900.0,4200.0,617,781,67.0,75.0,14.4,20,8323.0,49,12498,0.913209347,61.4,36.38184074,West,Medium,Private,Low
Yale University,Yes,10705.0,2453,1317,95.0,99,5217,83,19840.0,6510.0,630,2115,96.0,96.0,5.8,49,40386.0,99,29095,0.229145259,95.8,63.84776374,West,Medium,Private,Elite
York College of Pennsylvania,Yes,2989.0,1855,691,28.0,63,2988,1726,4990.0,4200.0,500,1250,75.0,75.0,18.1,28,4509.0,99,6740,0.620608899,65.6,72.45637365,Northeast,Medium,Public,Elite
SUNY College at Fredonia,No,4877.0,2798,814,13.0,48,4123,298,6550.0,4200.0,620,1481,82.0,90.0,16.3,10,6442.0,66,8651,0.573713348,71.4,44.65488817,West,Medium,Private,Medium
Southeast Missouri State University,No,2281.0,1870,1408,18.0,43,6553,1246,4680.0,3540.0,200,2150,75.0,76.0,17.1,8,5916.0,45,10570,0.81981587,64.0,34.32576689,Northeast,Medium,Religious,Low
University of Cincinnati,No,6855.0,5553,2408,26.0,57,11036,2011,8907.0,4697.0,556,1851,89.0,95.0,10.8,6,13889.0,54,16011,0.810065646,78.8,44.8044093,Northeast,Large,Private,Low
Chestnut Hill College,Yes,342.0,254,126,25.0,64,518,232,10335.0,5015.0,700,850,71.0,71.0,8.3,29,7729.0,73,16900,0.742690058,61.8,57.89060548,South,Small,Private,Medium
Texas Wesleyan University,Yes,592.0,501,279,19.0,44,1204,392,6400.0,3484.0,600,1800,80.0,83.0,14.5,10,7936.0,43,12284,0.846283784,69.0,24.33162542,Midwest,Small,Private,Low
